,../parameterization/kapp/datasets/Rabinowitz2023_batchGlc_using_MFA_and_scRBA_methods/min_flux_violation/enz_alloc.flux_unscaled.txt,diff,../parameterization/kapp/datasets/PinheiroEtAl2020_batchXyl/min_flux_violation/enz_alloc.flux_unscaled.txt,../application/max_growth_xyl/gxf1_disabled/mu_max_on_glc_with_xyl/runRBA.flux.txt
RXN-3INDACNLAH_c_REV-rt4042,0.003277271028242432,-86.8918569631142,0.0004295893740884361,
RXN-3OACE200_rm_FWD-rt8287,0.004417724913049033,-82.75584836900177,0.0007617991826465602,
RXN-3OACE220_rm_FWD-rt8287,0.004417724913049033,-82.75592157006535,0.0007617959488249371,
RXN-3OACE240_rm_FWD-rt2975,0.003394489067822169,9.532912869518881,,0.003718082753023
RXN-3OACE240_rm_FWD-rt8287,1.227793640627517e-07,447727.4889697004,0.0005498397430551877,
RXN-3OACE260_rm_FWD-rt2975,0.0003702818783684792,0.0,,
RXN-3OACE260_rm_FWD-rt8287,1.339317129667797e-08,0.0,,
RXN-3OACR200_rm_FWD-rt8327,0.004417724913049033,16.607036103785227,0.0007617991826465602,0.005151378084325
RXN-3OACR220_rm_FWD-rt8327,0.004417724913049033,16.607036103785227,0.0007617991826465602,0.005151378084325
RXN-3OACR240_rm_FWD-rt8327,0.003394611847186232,9.528951184945953,0.0005498397430551877,0.003718082753023
RXN-3OACR260_rm_FWD-rt8327,0.0003702952715397758,0.0,,
RXN-3OADPCOAT_m_FWD-rt4722,0.02392396012628011,-84.69395228162945,0.003661812753052379,
RXN-3OADPCOAT_m_REV-rt4722,0.02392396012628011,-84.69395228162945,0.003661812753052378,
RXN-3OAR100_c_FWD-rt0409,0.0560469765025905,124.08464293419664,,0.125592667171243
RXN-3OAR120_c_FWD-rt0409,0.05604697555053983,124.08464674064528,5.68986528922474e-08,0.125592667171243
RXN-3OAR120_c_FWD-rt2183,9.52050664918283e-10,0.0,,
RXN-3OAR140_c_FWD-rt0409,6.830919104686473e-08,183859004.8239437,,0.125592667171243
RXN-3OAR140_c_FWD-rt1363,0.05604690819339946,-66.86174234675471,0.01857296884380655,
RXN-3OAR160_c_FWD-rt0409,2.806551983910912e-10,44749809592.186935,0.01857296884380655,0.125592667171243
RXN-3OAR160_c_FWD-rt1363,0.05604697622193531,0.0,,
RXN-3OAR180_c_FWD-rt0409,0.04606288734907062,126.22434672072391,4.720936956085089e-08,0.104205465986138
RXN-3OAR180_c_FWD-rt1363,5.61408055221015e-08,0.0,,
RXN-3OAR40_c_FWD-rt0409,2.806551983910912e-10,44749809592.186935,5.68986528922474e-08,0.125592667171243
RXN-3OAR40_c_FWD-rt2183,0.05604697622193531,0.0,,
RXN-3OAR60_c_FWD-rt0409,0.01047666195484297,1098.7851446632408,,0.125592667171243
RXN-3OAR60_c_FWD-rt2183,0.04557031454774754,-99.99999721634913,1.268518453904991e-09,
RXN-3OAR80_c_FWD-rt2190,0.0560469765025905,-94.58145820414742,0.003036928847104544,
RXN-3OAS100_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS120_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS140_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS160_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS180_c_FWD-rt0409,0.04606294348987613,126.2240710019772,0.01541017520284488,0.104205465986138
RXN-3OAS40_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS60_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-3OAS80_c_FWD-rt0409,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-4DPMIPPH_c_FWD-rt1973,0.01603875814949812,-96.9043221406233,0.0004965082849529921,
RXN-4DPMIPPH_c_REV-rt1973,0.01603875814949812,-96.9043221406233,0.000496508284952992,
RXN-5AOPt_c_m_REV-SPONT,8.70586544647521e-05,-61.03978572660728,2.69773237319398e-06,3.3918238323e-05
RXN-6DPMIPPH_c_FWD-rt1395,0.002794718438915932,0.0,,
RXN-6DPMIPPH_c_REV-rt1973,0.002794718438915932,0.0,,
RXN-AASADy_c_FWD-LYS25,0.1025290004369071,-45.80342733523166,0.008189350366359798,0.055567204224249
RXN-AATA_c_FWD-rt0172,0.05421475200722992,-72.93600061958023,0.01467268014733282,
RXN-AATA_c_FWD-rt4039,0.03725182110385113,-99.99998346827873,6.158367233751755e-09,
RXN-AATA_c_FWD-rt7471,0.01106242732582602,402.30571092226234,,0.055567204224249
RXN-ABTA_c_FWD-rt2569,0.003017695625570658,0.0,,
RXN-ABTD4Dx_c_FWD-rt1622_c,0.002325806661056095,0.0,,
RXN-ABTD4Dx_c_REV-rt1622_c,0.002325806661056095,206299.60486170903,1.511742726,4.800455758267089
RXN-ACACT40ir_c_FWD-rt0310,0.1188662981323133,-53.469987751461225,0.00817916459840508,0.05530850308035
RXN-ACCOAC_c_FWD-rt0271,0.4509921359528336,121.15130078694278,0.1474944040974683,0.997374975106509
RXN-ACCOAt_c_r_FWD-rt2578,0.001697956871375277,0.0,,
RXN-ACCOAt_c_r_REV-rt2578,0.001697956871375277,0.0,,
RXN-ACCOATsucac_m_FWD-rt5429,0.3139441459458639,-48.50864580985068,0.1616540921482241,
RXN-ACGAM6PS_c_FWD-rt4107,0.005992865739133599,462.4920832850257,0.03370939534452714,
RXN-ACGAMPM_c_FWD-rt4597,0.005992865739133599,0.0,,
RXN-ACGK_m_FWD-rt1009,0.2853720403886989,-83.83784483642796,0.007502658906761978,0.046122271961073
RXN-ACHBS_m_FWD-ILV26,2.284372434895374e-10,2025324089.512064,0.004626594750248173,
RXN-ACHBS_m_FWD-rt7317,0.07521795536504332,-45.87197869817482,1.544214413426263e-09,0.040713990902788
RXN-ACITL_c_FWD-rt1358,1.101791496813427,-3.4426269947928336,0.195000313306223,1.063860925317796
RXN-ACKr_c_REV-rt5015,0.2829046135515654,4.433649922990527,0.1563289462816033,0.295447613732431
RXN-ACLS_m_FWD-ILV26,0.192059791900018,-91.90576766840557,0.01554576577196423,
RXN-ACLS_m_FWD-rt7317,0.06714183024542465,95.31442564021602,,0.13113768010818
RXN-ACOAD60f_m_FWD-rt5702,0.02197355212447554,0.0,,
RXN-ACOAD60f_m_REV-rt5702,0.02197355212447554,0.0,,
RXN-ACOAD80f_m_FWD-rt4202,0.002752072068378488,105.65070881429175,0.005659655715700501,
RXN-ACOAD80f_m_REV-rt4202,0.002752072068378489,105.65070881429168,0.005659655715700501,
RXN-ACOADm50f_m_FWD-rt1644,0.001600847074822425,-14.60031324767298,0.001367118387282141,
RXN-ACOADm50f_m_REV-rt1644,0.001600847074822425,-14.60031324767305,0.00136711838728214,
RXN-ACOADS180_rm_FWD-rt1362,0.03548987299239839,143.60063412681853,0.01278497655594302,0.086453555660285
RXN-ACOADS181_rm_FWD-rt0477,0.02418771110013479,114.19019465521603,0.007661458167021564,0.05180770548802
RXN-ACOADS182_rm_FWD-rt0477,0.004780610381557955,165.70572731866145,0.001878457364927619,0.01270235558459
RXN-ACOATA_c_FWD-rt0302,0.0560469765025905,124.08464293419664,0.018572970112325,0.125592667171243
RXN-ACOATA_m_FWD-rt5893,0.1202981942410702,177.44129182656434,0.3337568641464548,
RXN-ACOATA_m_REV-rt5893,0.1202981942410702,177.44129182656428,0.3337568641464547,
RXN-ACONT2_m_FWD-rt4274,0.05108320268733519,27.59477560992299,0.06517949784326749,
RXN-ACONT2_m_REV-rt4274,0.05108320268733519,27.594775609922962,0.06517949784326747,
RXN-ACONTa_m_FWD-rt3256,2.145755490276601,-81.8465597866805,0.3895284400513835,
RXN-ACONTb_m_FWD-rt6232,2.145755490276601,-89.49062083617166,,0.225505580401832
RXN-ACOTAi_m_FWD-rt6510,0.2853720403886989,-83.83784483642796,0.007502658906761978,0.046122271961073
RXN-ACPCS_c_FWD-rt0245,0.0006868223778649134,0.0,,
RXN-ACPCS_c_REV-rt0245,0.0006868223778649134,0.0,,
RXN-ACRNt_c_m_FWD-rt0963,0.0605750589746441,-97.43024524716735,0.001556630457032105,
RXN-ACS_c_FWD-rt6229_c,0.01620964769451437,-72.04977418492612,0.004530633134444685,
RXN-ACt_c_m_FWD-rt5456,0.3139441459458639,-48.50864580985068,0.1616540921482241,
RXN-ADK1_c_FWD-rt3932,1.956286560465039,-24.81959377176155,0.01239060713049785,1.47074418314605
RXN-ADK1_c_FWD-rt7128_c,0.3448972250896159,-58.41294945491589,0.1434325833266111,
RXN-ADK3_m_FWD-rt6761,0.01881631758322652,-98.46150669072327,0.0002894877870702031,
RXN-ADK3_m_REV-rt6761,0.01881631758322652,-98.46150669072327,0.000289487787070203,
RXN-ADNK1_c_FWD-rt0017,0.05179378313939993,-73.09528126722499,0.0020606208966012,0.013934971674719
RXN-ADPATPt_c_m_FWD-rt4336,78.60200940547028,-68.70665722312191,11.89605839768512,24.59719623276777
RXN-ADSK_c_FWD-rt0341,0.04721024771552552,-46.564280536035334,0.003211431171808047,0.025227135527511
RXN-ADSL1r_c_FWD-rt7437,0.06800097579242999,-47.11969316532066,0.004736248217078192,0.035959124649613
RXN-ADSL2i_c_FWD-rt7437,0.07587768208436022,-48.83522570584815,0.005718112522299726,0.038822644778097
RXN-ADSS_c_FWD-rt3802,0.06800097579242999,-47.11969316532066,0.004736248217078192,0.035959124649613
RXN-AEPI1_c_FWD-rt0136,0.003641030995292767,0.0,,
RXN-AEPI1_c_REV-rt0136,0.003641030995292777,0.0,,
RXN-AFAT_c_FWD-rt3174_c,4.062311219864569e-05,59.56550918361446,1.084701432455134e-05,6.4820475826e-05
RXN-AGPAT_rm_FWD-rt2059_rm,0.01020739532363501,202.19857351450213,0.004558202329561388,0.030846603061011
RXN-AGPAT_rm_FWD-rt7662,0.01302617400753991,0.0,,
RXN-AGPRi_m_FWD-rt1009,0.2853720403886989,-83.83784483642796,0.007502658906761978,0.046122271961073
RXN-AHCi_c_FWD-rt4544,0.05179378313939993,-73.09528126722499,0.0020606208966012,0.013934971674719
RXN-AHCYSt_c_rm_REV-SPONT,0.0319743875372368,-83.29574513169369,0.0007898532663585043,0.0053410831868
RXN-AHGDf_m_FWD-rt1883,0.003852871089077266,-96.90978917691508,0.0001190618393941756,
RXN-AHGDf_m_REV-rt1883,0.003852871089077266,-96.90978917691508,0.0001190618393941756,
RXN-AHSERL2_c_FWD-rt8250,0.0471472584369309,-46.49288980130742,0.002370100672541331,0.025227135527511
RXN-AICART_c_FWD-rt4053,0.1084086102747005,-47.57801031608418,0.007827144460056388,0.05682995049468
RXN-AIRC1_c_FWD-rt3764,0.07587768208436022,-48.83522570584815,0.005718112522299726,0.038822644778097
RXN-AKGCITta_m_FWD-rt8378,0.0792972310743701,-91.10262070473826,0.007055375419326874,
RXN-AKGDH_m_FWD-KGDCPLX,1.166790861237799e-08,5728341.329379505,0.0006683892992256915,
RXN-AKGDH_m_FWD-KGDCPLX2,1.696094573400831,-99.99800021538569,0.3586362499758953,3.3918238323e-05
RXN-AKGMALta_m_FWD-rt2267,4.377122701054358,-87.92485771498477,0.0752823315281615,0.528543794142015
RXN-ALAS_m_FWD-rt0309,8.70586544647521e-05,-61.03978572660728,2.69773237319398e-06,3.3918238323e-05
RXN-ALAt_c_m_FWD-SPONT,0.1389802633562837,-38.76958716914284,0.01032813435938315,0.085098189006465
RXN-ALATA_L_m_REV-rt1267,0.1389802633562837,-38.76958716914284,0.01032813435938315,0.085098189006465
RXN-ALATRS_c_FWD-rt3605,0.1650615800759562,-48.44458112705242,0.01032813435938315,0.085098189006465
RXN-ALLTN_c_FWD-rt3516,0.0003252035749408624,-64.03872423961022,0.0001169473543671294,
RXN-ALLTN_c_REV-rt3516,0.0003252035749408624,-64.03872423961022,0.0001169473543671294,
RXN-AMAOTr_c_FWD-rt4363,0.00452895211707818,-87.45473777469157,0.0005681689191461148,
RXN-AMAOTr_c_REV-rt4363,0.00452895211707818,-87.45473777469157,0.0005681689191461148,
RXN-AMETt_c_m_FWD-rt3664,0.01265768783557751,0.0,,
RXN-AMETt_c_m_REV-rt3664,0.01265768783557752,0.0,,
RXN-AMETt_c_rm_FWD-SPONT,0.03197438753723679,-83.29574513169369,0.0007898532663585043,0.0053410831868
RXN-ANNAT_n_FWD-rt2062_n,0.0,0.0,,
RXN-ANPRT_c_FWD-rt1532,0.04232290344489123,-78.72513044891328,0.00128738286208365,0.009004142498133
RXN-ANS_c_FWD-TRP23,0.01624158672521867,-44.561189430143116,0.00128738286208365,0.009004142498133
RXN-AP4AH_c_FWD-rt0084,0.002279478616711423,0.0,,
RXN-AP4AH_c_REV-rt0084,0.002279478616711423,0.0,,
RXN-ARABRy_c_FWD-rt5845,0.03979921003488138,0.0,,
RXN-ARABRy_c_REV-rt5845,0.03979921003488138,0.0,,
RXN-ARAI2_c_FWD-rt6112,0.0006790176776244283,0.0,,
RXN-ARAI2_c_REV-rt6112,0.0006790176776244267,0.0,,
RXN-ARGSL_c_FWD-rt3236,0.09214294533177327,-49.94486903473352,0.008798761805190703,0.046122271961073
RXN-ARGSS_c_FWD-rt7828,0.09214294533177327,-49.94486903473352,0.009094410941996135,0.046122271961073
RXN-ARGTRS_c_FWD-rt1711,0.09214294533177327,-49.94486903473352,0.007502658906761978,0.046122271961073
RXN-AROHL_c_FWD-rt5827,7.020460697569889e-06,0.0,,
RXN-AROHL_c_REV-rt5827,7.020460697569889e-06,0.0,,
RXN-ASAD_c_FWD-rt1962,0.1975566606391368,-48.3987626886851,0.01210272589730819,0.10194168128071
RXN-ASNS1_c_FWD-rt6769,0.05169249705840288,-46.83769561283588,0.003119349980129862,0.027480922631514
RXN-ASNTRS_c_FWD-rt0799,0.05169249705840288,-46.83769561283588,0.003119349980129862,0.027480922631514
RXN-ASPCT_c_FWD-rt8313,0.06749907383088226,-49.14626322877601,0.005092437351855835,0.034325801328971
RXN-ASPGLUt_c_m_FWD-rt8431,3.089392684542989,0.0,,
RXN-ASPK_c_FWD-rt6294,0.1975566606391368,-48.3987626886851,0.01210272589730819,0.10194168128071
RXN-ASPTA_c_FWD-rt0568_c,2.453918129969447,-99.99655835540406,8.445514070883121e-05,
RXN-ASPTA_c_REV-rt0568_c,0.00438133525417713,7396.98437267959,0.04314442812662663,0.328468019320361
RXN-ASPTA_x_FWD-rt5913_x,0.008845000764050629,101.00527618048913,0.01777891821394634,
RXN-ASPTA_x_REV-rt5913_x,0.008845000764050629,101.26678488696648,0.01780204866103232,
RXN-ASPTA4_c_FWD-rt1784_c,0.002028875479397654,0.0,,
RXN-ASPTA4_c_REV-rt1784_c,0.002028875479397654,0.0,,
RXN-ASPTAi_m_FWD-rt5562_m,0.01492497981931878,0.0,,
RXN-ASPTAi_m_FWD-rt5913_m,3.074467704723669,0.0,,
RXN-ASPTRS_c_FWD-rt5890,0.08708605509073583,-49.68703928001892,0.00478844011048408,0.043815572690383
RXN-ATAH_c_FWD-rt6356,0.004606190818928156,-94.46732835275688,0.0002548454134567536,
RXN-ATAH_c_REV-rt6356,0.004606190818928156,-94.46732835275688,0.0002548454134567535,
RXN-ATHRDHr_c_FWD-rt1844,0.005697121139915211,334.2196836227186,0.02473802138934285,
RXN-ATHRDHr_c_REV-rt1844,0.005697121139915211,334.2196836227185,0.02473802138934284,
RXN-ATPASEP2e_c_FWD-rt0602_c,0.5728131906872054,143.67285563612913,0.5929417126332746,1.395790259207939
RXN-ATPASEP2e_c_FWD-rt5249,0.5880541653172081,-94.43508364057294,0.0327247224480296,
RXN-ATPM_c_FWD-SPONT,1.258692370308051,718.3095602207545,10.3,10.300000000000002
RXN-ATPPRT_c_FWD-rt1520,0.03253092819034031,-44.645582778268015,0.002109031937756663,0.018007305716583
RXN-ATPS_m_FWD-ATPSCPLX,25.70192870097654,-68.03959890658253,3.899283557275199,8.214439501576281
RXN-AVNORy_c_FWD-rt7877,0.005614261180950572,60.2291338489663,0.008995682062255848,
RXN-AVNORy_c_REV-rt7877,0.005614261180950572,60.2291338489663,0.008995682062255848,
RXN-BPNT_c_FWD-rt2305,0.04721024771552552,-46.564280536035334,0.003211431171808047,0.025227135527511
RXN-BTS1_c_FWD-rt7540_c,0.02242901881784908,-67.53447483518212,0.007281698748530531,
RXN-BTS1_c_REV-rt7540_c,0.02242901881784908,-67.53447483518212,0.007281698748530531,
RXN-C14STR_c_FWD-rt0303,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C22STDSy_c_FWD-rt3348,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C24STR_r_FWD-rt2613,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C3STDH1_c_FWD-rt0467,2.103080841878608e-10,4085376608.480773,,0.008591877487463
RXN-C3STDH1_c_FWD-rt5356,0.01981104127617467,-93.58645938594695,0.001270589178314274,
RXN-C3STDH2_c_FWD-rt0467,0.01981104127617467,-56.63086373054082,0.001270589178314274,0.008591877487463
RXN-C3STDH2_c_FWD-rt5356,2.103080805682112e-10,0.0,,
RXN-C3STKR1_c_FWD-UNKNOWN,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C3STKR2_c_FWD-UNKNOWN,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C4STMO1_c_FWD-rt8272,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C4STMO2_c_FWD-rt8272,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C4STMO3_c_FWD-rt8272,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C4STMO4_c_FWD-rt8272,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C5STDS_c_FWD-rt0413,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-C8STI_c_FWD-rt1745,0.01981104148648275,-56.630864190934574,0.001270589178314274,0.008591877487463
RXN-CA2t_c_e_FWD-UNKNOWN,0.0004871386916097914,-99.99449641581305,5.269985331174108e-09,2.6810088e-08
RXN-CBMHL_c_FWD-rt2726,0.0004925553956669917,956.4231600079529,0.005203469275694909,
RXN-CBMHL_c_REV-rt2726,0.0004925553956669917,956.4231600079527,0.005203469275694908,
RXN-CBPS_c_FWD-CPA12,0.0203236064162741,-74.18530711487622,0.005246476579542469,
RXN-CBPS_c_FWD-rt3934,0.1393184127463814,-42.25596480452759,0.007348619679075344,0.080448073290044
RXN-CDPDAGS_rm_FWD-rt4513_rm,0.01958253516869348,-55.023545602575695,0.001302480432480213,0.008807530000007
RXN-CHORM_c_FWD-rt1336,0.1030519276504661,-48.754273804015405,0.006316400205192586,0.052809708683442
RXN-CHORS_c_FWD-rt5669,0.1192935143756848,-48.18339328414126,0.007603783067276236,0.061813851181575
RXN-CHTNS_c_FWD-rt1343,0.0008456822004301672,0.0,,
RXN-CHTNS_c_FWD-rt1388,0.005147183538703431,0.0,,
RXN-CITCOAL_c_FWD-rt1454,0.002209372566900525,-92.17238017300134,0.0001729412850989745,
RXN-CITCOAL_c_REV-rt1454,0.002209372566900525,-92.17238017300134,0.0001729412850989745,
RXN-CITICITta_m_FWD-rt2146,1.254766231412059e-09,0.0,,
RXN-CITMALta_m_FWD-rt2146,1.022494266993823,4.045661639315852,0.1879449378868961,1.063860925317796
RXN-CITt3_m_FWD-rt2146,0.001638050601769026,-87.50686907103906,0.000204643806361637,
RXN-CITt3_m_REV-rt2146,0.001638050601769026,-87.50686907103906,0.000204643806361637,
RXN-CLt_c_e_FWD-rt6468,0.002515855597295967,0.0,,
RXN-CLt_c_e_REV-rt6468,0.002515855597295967,0.0,,
RXN-CMPt_c_rm_REV-SPONT,0.01958253516869348,-55.023545602575695,0.001302480432480213,0.008807530000007
RXN-CMUCOC_c_FWD-rt5764,0.006420344146121417,-89.1579337033279,0.0006960979687969901,
RXN-CMUCOC_c_REV-rt5764,0.006420344146121417,-89.1579337033279,0.0006960979687969899,
RXN-CO2t_c_e_FWD-SPONT,16.058611568841,-60.46949032444553,2.961884402335767,6.3480509999804
RXN-CO2t_c_m_REV-SPONT,10.03308478246195,-74.09526531170573,1.56609673052702,2.599043993948394
RXN-CO2t_c_mm_REV-SPONT,0.01351677530376301,-76.65410651439555,0.0004666601007372957,0.003155611965105
RXN-CO2t_c_rm_REV-SPONT,0.01260035694482407,11.27334712079273,0.002073438108348308,0.014020838921673
RXN-COAt_c_rm_REV-SPONT,0.06689104738993251,37.60774299630961,0.01359640253487295,0.092047260579878
RXN-COBALT2t_c_e_FWD-SPONT,1.790356325193921e-05,27.404097698425296,1.083283448141582e-06,2.2809873217e-05
RXN-compACYLCOA_rm_FWD-SPONT,0.05429069044510843,43.71970777769902,0.01153180303248532,0.078026421658205
RXN-CPPPGO_c_FWD-rt5829,6.70527396790398e-06,-51.7651392399256,2.479905824380888e-07,3.234279562e-06
RXN-CRNAT120_m_FWD-rt7415_m,0.01109213888055659,-84.97917713894694,0.0016661305327504,
RXN-CRNAT120_m_REV-rt7415_m,0.01109213888055659,-84.97917713894694,0.0016661305327504,
RXN-CRNOAT_c_FWD-rt5212_c,0.0605750589746441,-97.43024524716735,0.001556630457032105,
RXN-CRNOAT_m_FWD-rt0947,0.01297408332572777,0.0,,
RXN-CRNOAT_m_FWD-rt5877_m,0.04760097564891633,-96.72983497541496,0.001556630457032105,
RXN-CRNt_c_m_FWD-rt0963,0.0605750589746441,-97.43024524716735,0.001556630457032105,
RXN-CS_m_FWD-CIT13,0.1280774127793516,-99.99999683913892,4.048349091541711e-09,
RXN-CS_m_FWD-rt2960,0.7452402670978965,73.0135316950411,0.1107393944996994,1.289366505719628
RXN-CS_m_FWD-rt2963,2.37422930721278,-80.04449892981222,0.4737893548095581,
RXN-CTPS2_c_FWD-rt8107,0.03430939163801115,-46.80371260755473,0.002613715983749889,0.018251322578356
RXN-CTPt_c_rm_FWD-SPONT,0.01958253516869348,-55.023545602575695,0.001302480432480213,0.008807530000007
RXN-CU2t_c_e_FWD-UNKNOWN,4.4e-05,-99.99418418409091,1.726744032705706e-10,2.558959e-09
