	id	name	reaction	subsystem	reversibility	gpr	val_fit	mfaLB	mfaUB	val_fit_100	mfaLB_100	mfaUB_100	pfba	pfba_100	exact name in model?	match to same compartment (or another if unavailable)?	Column1	manually chosen best match	Column2	reaction (as written in original data)	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30
ACGK_m	ACGK_m	acetylglutamate kinase	acglu_m + atp_m --> acg5p_m + adp_m	Arginine and proline metabolism	0	rt1009	0.6038298	0.5701911000000001	0.712428	11.32512991512967	10.69421927164028	13.36194347343573	0.5701911747443582	10.69442165389368			v.up('RXN-ACGK_m_REV-SPONT') = 0.6038298 * %nscale%;	ACGK_m	True	acglu_m + atp_m --> acg5p_m + adp_m			True	-0.6038298	-0.712428	-0.5701911000000001	-11.32512991512967	-13.36194347343573	-10.69421927164028	-0.5701911747443582	-10.69442165389368
ACHBS_m	ACHBS_m	2-aceto-2-hydroxybutanoate synthase	2obut_m + h_m + pyr_m --> 2ahbut_m + co2_m	Valine, leucine and isoleucine metabolism	0	(rt1432 and rt7317) or rt7317	0.094595	0.0945949	0.0945951	1.774176538358477	1.77417466280846	1.774178413908494	0.09459494178611749	1.774208789253585			v.up('RXN-ACHBS_m_REV-SPONT') = 0.094595 * %nscale%;	ACHBS_m	True	2obut_m + h_m + pyr_m --> 2ahbut_m + co2_m			True	-0.094595	-0.0945951	-0.0945949	-1.774176538358477	-1.774178413908494	-1.77417466280846	-0.09459494178611749	-1.774208789253585
ACITL_c	ACITL_c	ATP citrate lyase	atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c	Acetyl-CoA synthesis	0	rt1358	1.0562848	0.9083353000000001	1.1303498	19.81114974348196	17.03628287142881	21.20027586339867	1.056275954046187	19.81135614823109			v.up('RXN-ACITL_c_REV-SPONT') = 1.0562848 * %nscale%;	ACITL_c	True	atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c			True	-1.0562848	-1.1303498	-0.9083353000000001	-19.81114974348196	-21.20027586339867	-17.03628287142881	-1.056275954046187	-19.81135614823109
ACKr_c	ACKr_c	acetate kinase	ac_c + atp_c --> actp_c + adp_c 	Pyruvate metabolism	0	rt5015	-4e-07	-0.2446797	0.0	-7.502200067058414e-06	-4.589090154369582	0.0	9.13214208975166e-08	1.712811113831438e-06			v.up('RXN-ACKr_c_REV-SPONT') = -0.0000004 * %nscale%;	ACKr_c	True	actp_c + adp_c --> ac_c + atp_c			True	4e-07	0.0	0.2446797	7.502200067058414e-06	0.0	4.589090154369582	-9.13214208975166e-08	-1.712811113831438e-06
ACLS_m	ACLS_m	acetolactate synthase	h_m + 2.0 pyr_m --> alac_m + co2_m	Valine, leucine and isoleucine metabolism	0	(rt1432 and rt7317) or rt7317	0.2463646	0.2463645	0.2463647	4.620691296602049	4.620689421052032	4.620693172152065	0.2463645834695243	4.620777824893977			v.up('RXN-ACLS_m_REV-SPONT') = 0.2463646 * %nscale%;	ACLS_m	True	h_m + 2.0 pyr_m --> alac_m + co2_m			True	-0.2463646	-0.2463647	-0.2463645	-4.620691296602049	-4.620693172152065	-4.620689421052032	-0.2463645834695243	-4.620777824893977
ACOADS180_rm	ACOADS180_rm	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	h_c + nadh_c + o2_c + stcoa_c --> 2.0 h2o_c + nad_c + odecoa_c	Fatty acid biosynthesis	0	rt1362	0.0366602	0.03666009999999999	0.0366603	0.6875803872459372	0.6875785116959203	0.687582262795954	0.03666022672353034	0.6875938104172734			v.up('RXN-ACOADS180_rm_REV-SPONT') = 0.0366602 * %nscale%;	ACOADS180_rm	True	h_c + nadh_c + o2_c + stcoa_c --> 2.0 h2o_c + nad_c + odecoa_c			True	-0.0366602	-0.0366603	-0.03666009999999999	-0.6875803872459372	-0.687582262795954	-0.6875785116959203	-0.03666022672353034	-0.6875938104172734
ACOADS181_rm	ACOADS181_rm	stearoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	h_c + nadh_c + o2_c + odecoa_c --> 2.0 h2o_c + linocoa_c + nad_c	Fatty acid biosynthesis	0	rt0477	0.0249854	0.0249852	0.0249854	0.4686136738887033	0.4686099227886698	0.4686136738887032	0.02498535322007001	0.4686216033187434			v.up('RXN-ACOADS181_rm_REV-SPONT') = 0.0249854 * %nscale%;	ACOADS181_rm	True	h_c + nadh_c + o2_c + odecoa_c --> 2.0 h2o_c + linocoa_c + nad_c			True	-0.0249854	-0.0249854	-0.0249852	-0.4686136738887033	-0.4686136738887032	-0.4686099227886698	-0.02498535322007001	-0.4686216033187434
ACOADS182_rm	ACOADS182_rm	linoleoyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA)	h_c + linocoa_c + nadh_c + o2_c --> 2.0 h2o_c + linolncoa_c + nad_c	Fatty acid biosynthesis	0	rt0477	0.0049383	0.004938199999999999	0.0049384	0.09262028647788642	0.09261841092786965	0.09262216202790319	0.004938270437192119	0.09262147264900816			v.up('RXN-ACOADS182_rm_REV-SPONT') = 0.0049383 * %nscale%;	ACOADS182_rm	True	h_c + linocoa_c + nadh_c + o2_c --> 2.0 h2o_c + linolncoa_c + nad_c			True	-0.0049383	-0.0049384	-0.004938199999999999	-0.09262028647788642	-0.09262216202790319	-0.09261841092786965	-0.004938270437192119	-0.09262147264900816
ACONTa_m	ACONTa_m	citrate to cis-aconitate(3-)	cit_m --> acon_C_m + h2o_m	Citric acid cycle	0	rt3256 or rt6232	1.7305617	1.6668918	1.82601	32.45755025447181	31.2633894343478	34.24773086112334	1.803862224676159	33.8329740807838			v.up('RXN-ACONTa_m_REV-SPONT') = 1.7305617 * %nscale%;	ACONTa_m	True	cit_m --> acon_C_m + h2o_m			True	-1.7305617	-1.82601	-1.6668918	-32.45755025447181	-34.24773086112334	-31.2633894343478	-1.803862224676159	-33.8329740807838
ACONTb_m	ACONTb_m	cis-aconitate(3-) to isocitrate	acon_C_m + h2o_m --> icit_m	Citric acid cycle	0	rt3256 or rt6232	1.7305617	1.6668918	1.82601	32.45755025447181	31.2633894343478	34.24773086112334	1.803862224676159	33.8329740807838			v.up('RXN-ACONTb_m_REV-SPONT') = 1.7305617 * %nscale%;	ACONTb_m	True	acon_C_m + h2o_m --> icit_m			True	-1.7305617	-1.82601	-1.6668918	-32.45755025447181	-34.24773086112334	-31.2633894343478	-1.803862224676159	-33.8329740807838
ACOTAi_m	ACOTAi_m	acteylornithine transaminase	acg5sa_m + glu__L_m --> acorn_m + akg_m	Arginine and proline metabolism	0	rt6510	0.6038298	0.5701911000000001	0.712428	11.32512991512967	10.69421927164028	13.36194347343573	0.5701911747443582	10.69442165389368			v.up('RXN-ACOTAi_m_REV-SPONT') = 0.6038298 * %nscale%;	ACOTAi_m	True	acg5sa_m + glu__L_m --> acorn_m + akg_m			True	-0.6038298	-0.712428	-0.5701911000000001	-11.32512991512967	-13.36194347343573	-10.69421927164028	-0.5701911747443582	-10.69442165389368
ACS_c	ACS_c	acetyl-CoA synthetase	ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c	Acetyl-CoA synthesis	0	rt6229	0.0205482	0.0205569	0.4516732	0.3853917685448243	0.3855549413962828	8.471356778321223	0.0205569	0.3855621872707742			v.up('RXN-ACS_c_REV-SPONT') = 0.0205482 * %nscale%;	ACS_c	True	ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c			True	-0.0205482	-0.4516732	-0.0205569	-0.3853917685448243	-8.471356778321223	-0.3855549413962828	-0.0205569	-0.3855621872707742
ADK1_c	ADK1_c	adenylate kinase	amp_c + atp_c --> 2.0 adp_c	Purine metabolism	0	rt7128 or rt3932	1.2336062	1.1390036	1.6164472	23.13690129090919	21.36258221074944	30.31727573059097	1.217887662522189	22.84252153837133			v.up('RXN-ADK1_c_REV-SPONT') = 1.2336062 * %nscale%;	ADK1_c	True	amp_c + atp_c --> 2.0 adp_c			True	-1.2336062	-1.6164472	-1.1390036	-23.13690129090919	-30.31727573059097	-21.36258221074944	-1.217887662522189	-22.84252153837133
ADNK1_c	ADNK1_c	adenosine kinase	adn_c + atp_c --> adp_c + amp_c + h_c	Purine metabolism	0	rt0017	0.0540629	0.0540627	0.5315063	1.013976730013431	1.013972978913397	9.968666498754924	0.05406278161887105	1.013993565708552			v.up('RXN-ADNK1_c_REV-SPONT') = 0.0540629 * %nscale%;	ADNK1_c	True	adn_c + atp_c --> adp_c + amp_c + h_c			True	-0.0540629	-0.5315063	-0.0540627	-1.013976730013431	-9.968666498754924	-1.013972978913397	-0.05406278161887105	-1.013993565708552
ADPATPt_c_m	ADPATPt_c_m	ADP/ATP transporter	adp_c + atp_m --> adp_m + atp_c	Transport	0	rt4336	78.0763483	77.10705920000001	78.9747369	1464.36096362984	1446.181461752293	1481.210691167752	77.33920576150967	1450.562747067512			v.up('RXN-ADPATPt_c_m_REV-SPONT') = 78.0763483 * %nscale%;	ADPATPt_c_m	True	adp_c + atp_m --> adp_m + atp_c			True	-78.0763483	-78.9747369	-77.10705920000001	-1464.36096362984	-1481.210691167752	-1446.181461752293	-77.33920576150967	-1450.562747067512
ADSK_c	ADSK_c	adenylyl-sulfate kinase	aps_c + atp_c --> adp_c + h_c + paps_c	Purine metabolism	0	rt0341	0.020557	0.0205569	0.0205571	0.3855568169462996	0.3855549413962828	0.3855586924963163	0.02055699132142089	0.3855639000818879			v.up('RXN-ADSK_c_REV-SPONT') = 0.020557 * %nscale%;	ADSK_c	True	aps_c + atp_c --> adp_c + h_c + paps_c			True	-0.020557	-0.0205571	-0.0205569	-0.3855568169462996	-0.3855586924963163	-0.3855549413962828	-0.02055699132142089	-0.3855639000818879
ADSL1r_c	ADSL1r_c	adenylosuccinate lyase	dcamp_c --> amp_c + fum_c	Purine metabolism	0	rt7437	0.0597408	0.05974069999999999	0.0597409	1.120468584415308	1.120466708865292	1.120470459965325	0.05974085357308522	1.120490646598552			v.up('RXN-ADSL1r_c_REV-SPONT') = 0.0597408 * %nscale%;	ADSL1r_c	True	dcamp_c --> amp_c + fum_c			True	-0.0597408	-0.0597409	-0.05974069999999999	-1.120468584415308	-1.120470459965325	-1.120466708865292	-0.05974085357308522	-1.120490646598552
ADSL2i_c	ADSL2i_c	adenylosuccinate lyase (AICAR)	25aics_c --> aicar_c + fum_c	Purine metabolism	0	rt7437	0.0727804	0.07278029999999999	0.0727805	1.365032804401346	1.365030928851329	1.365034679951362	0.07278047360172257	1.365059838423254			v.up('RXN-ADSL2i_c_REV-SPONT') = 0.0727804 * %nscale%;	ADSL2i_c	True	25aics_c --> aicar_c + fum_c			True	-0.0727804	-0.0727805	-0.07278029999999999	-1.365032804401346	-1.365034679951362	-1.365030928851329	-0.07278047360172257	-1.365059838423254
ADSS_c	ADSS_c	adenylosuccinate synthase	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	Purine metabolism	0	rt3802	0.0597408	0.05974069999999999	0.0597409	1.120468584415308	1.120466708865292	1.120470459965325	0.05974085357308522	1.120490646598552			v.up('RXN-ADSS_c_REV-SPONT') = 0.0597408 * %nscale%;	ADSS_c	True	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c			True	-0.0597408	-0.0597409	-0.05974069999999999	-1.120468584415308	-1.120470459965325	-1.120466708865292	-0.05974085357308522	-1.120490646598552
AGPAT_rm	AGPAT_rm	1-Acyl-sn-glycerol-3-phosphate acyltransferase	1agp_c + acylcoa_c --> coa_c + pa_c	Lipid biosynthesis	0	rt7662 and (rt7662 or rt2059)	0.0237273	0.0237272	0.0237274	0.4450173791277878	0.445015503577771	0.4450192546778046	0.02372731753351323	0.4450260713575272			v.up('RXN-AGPAT_rm_REV-SPONT') = 0.0237273 * %nscale%;	AGPAT_rm	True	1agp_c + acylcoa_c --> coa_c + pa_c			True	-0.0237273	-0.0237274	-0.0237272	-0.4450173791277878	-0.4450192546778046	-0.445015503577771	-0.02372731753351323	-0.4450260713575272
AGPRi_m	AGPRi_m	N-acetyl-g-glutamyl-phosphate reductase	acg5p_m + h_m + nadph_m --> acg5sa_m + nadp_m + pi_m	Arginine and proline metabolism	0	rt1009	0.6038298	0.5701911000000001	0.712428	11.32512991512967	10.69421927164028	13.36194347343573	0.5701911747443582	10.69442165389368			v.up('RXN-AGPRi_m_REV-SPONT') = 0.6038298 * %nscale%;	AGPRi_m	True	acg5p_m + h_m + nadph_m --> acg5sa_m + nadp_m + pi_m			True	-0.6038298	-0.712428	-0.5701911000000001	-11.32512991512967	-13.36194347343573	-10.69421927164028	-0.5701911747443582	-10.69442165389368
AGTi_c	AGTi_c	alanine glyoxylate aminotransferase	ala__L_c + glx_c --> gly_c + pyr_c	Glycine, serine and threonine metabolism	0	rt0451	0.0	0.0	0.1008312	0.0	0.0	1.891139588503951	0.0	0.0			v.up('RXN-AGTi_c_REV-SPONT') = 0 * %nscale%;	AGTi_c	True	ala__L_c + glx_c --> gly_c + pyr_c			True	0.0	-0.1008312	0.0	0.0	-1.891139588503951	0.0	0.0	0.0
AHCi_c	AHCi_c	adenosylhomocysteinase	ahcys_c + h2o_c --> adn_c + hcys__L_c	Cysteine and methionine metabolism	0	rt4544	0.0540629	0.0540627	0.5315063	1.013976730013431	1.013972978913397	9.968666498754924	0.05406278161887105	1.013993565708552			v.up('RXN-AHCi_c_REV-SPONT') = 0.0540629 * %nscale%;	AHCi_c	True	ahcys_c + h2o_c --> adn_c + hcys__L_c			True	-0.0540629	-0.5315063	-0.0540627	-1.013976730013431	-9.968666498754924	-1.013972978913397	-0.05406278161887105	-1.013993565708552
AHSERL2_c	AHSERL2_c	O-acetylhomoserine (thiol)-lyase	achms_c + h2s_c --> ac_c + hcys__L_c	Cysteine and methionine metabolism	0	rt8250	0.0205572	0.0	0.0205571	0.3855605680463332	0.0	0.3855586924963163	0.02055699132142089	0.3855639000818878			v.up('RXN-AHSERL2_c_REV-SPONT') = 0.0205572 * %nscale%;	AHSERL2_c	True	achms_c + h2s_c --> ac_c + hcys__L_c			True	-0.0205572	-0.0205571	0.0	-0.3855605680463332	-0.3855586924963163	0.0	-0.02055699132142089	-0.3855639000818878
AICART_c	AICART_c	phosphoribosylaminoimidazolecarboxamide formyltransferase	10fthf_c + aicar_c --> fprica_c + thf_c	Purine metabolism	0	rt4053	0.1037769	0.1037768	0.103777	1.946387665347786	1.946385789797769	1.946389540897803	0.1037769697962083	1.94642555360775			v.up('RXN-AICART_c_REV-SPONT') = 0.1037769 * %nscale%;	AICART_c	True	10fthf_c + aicar_c --> fprica_c + thf_c			True	-0.1037769	-0.103777	-0.1037768	-1.946387665347786	-1.946389540897803	-1.946385789797769	-0.1037769697962083	-1.94642555360775
AIRC1_c	AIRC1_c	phosphoribosylaminoimidazole-carboxylase	air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 3.0 h_c + pi_c	Purine metabolism	0	rt3764	0.0727804	0.07278029999999999	0.0727805	1.365032804401346	1.365030928851329	1.365034679951362	0.07278047360172257	1.365059838423254			v.up('RXN-AIRC1_c_REV-SPONT') = 0.0727804 * %nscale%;	AIRC1_c	True	air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 3.0 h_c + pi_c			True	-0.0727804	-0.0727805	-0.07278029999999999	-1.365032804401346	-1.365034679951362	-1.365030928851329	-0.07278047360172257	-1.365059838423254
AKGCITta_m	AKGCITta_m	AKG transporter, mitochondrial	akg_c + cit_m --> akg_m + cit_c	Transport	0	rt8378	229.9079169	0.0	99999997.0686205	4312.037973961102	0.0	1875549961.785115	0.0	0.0			v.up('RXN-AKGCITta_m_REV-SPONT') = 229.9079169 * %nscale%;	AKGCITta_m	True	akg_c + cit_m --> akg_m + cit_c			True	-229.9079169	-99999997.0686205	0.0	-4312.037973961102	-1875549961.785115	0.0	0.0	0.0
AKGDH_m	AKGDH_m	2-oxoglutarate dehydrogenase	akg_m + coa_m + nad_m --> co2_m + nadh_m + succoa_m	Citric acid cycle	0	rt3748 and rt1672 and (rt1639 or (rt1639 and rt0906))	1.2466654	1.1718179	1.3404366	23.38183311869851	21.97803081990063	25.14055887601889	1.319966336254034	24.75709410124559			v.up('RXN-AKGDH_m_REV-SPONT') = 1.2466654 * %nscale%;	AKGDH_m	True	akg_m + coa_m + nad_m --> co2_m + nadh_m + succoa_m			True	-1.2466654	-1.3404366	-1.1718179	-23.38183311869851	-25.14055887601889	-21.97803081990063	-1.319966336254034	-24.75709410124559
AKGMALta_m	AKGMALta_m	oxoglutarate/malate exchange	akg_m + mal__L_c --> akg_c + mal__L_m	Transport	0	rt2267	234.1237853	2.9313796	100000000.0000002	4391.108694444075	54.97949057923417	1875550016.764608	3.023336502360245	56.70525393933854			v.up('RXN-AKGMALta_m_REV-SPONT') = 234.1237853 * %nscale%;	AKGMALta_m	True	akg_m + mal__L_c --> akg_c + mal__L_m			True	-234.1237853	-100000000.0000002	-2.9313796	-4391.108694444075	-1875550016.764608	-54.97949057923417	-3.023336502360245	-56.70525393933854
ALATA_L_m	ALATA_L_m	L-alanine transaminase	akg_m + ala__L_m <=> glu__L_m + pyr_m	Alanine, aspartate and glutamate metabolism	1	rt1267	0.4452599	0.3343673	0.4764726	8.351072129096057	6.271225951205352	8.936481929178743	0.4295374924627556	8.05634191481905			v.up('RXN-ALATA_L_m_REV-SPONT') = 0.4452599 * %nscale%;	ALATA_L_m	True	akg_m + ala__L_m <=> glu__L_m + pyr_m			True	-0.4452599	-0.4764726	-0.3343673	-8.351072129096057	-8.936481929178743	-6.271225951205352	-0.4295374924627556	-8.05634191481905
ALDD2x_c	ALDD2x_c	acetaldehyde dehydrogenase	acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c	Pyruvate metabolism	0	rt2756	0.0	0.0	0.318236	0.0	0.0	5.968675351351004	0.0	0.0			v.up('RXN-ALDD2x_c_REV-SPONT') = 0 * %nscale%;	ALDD2x_c	True	acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c			True	0.0	-0.318236	0.0	0.0	-5.968675351351004	0.0	0.0	0.0
ALDD2y_c	ALDD2y_c	acetaldehyde dehydrogenase	acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c	Pyruvate metabolism	0	rt3674 or rt2756	0.0	0.0	0.318236	0.0	0.0	5.968675351351004	0.0	0.0			v.up('RXN-ALDD2y_c_REV-SPONT') = 0 * %nscale%;	ALDD2y_c	True	acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c			True	0.0	-0.318236	0.0	0.0	-5.968675351351004	0.0	0.0	0.0
ALPHNH_c	ALPHNH_c	allophanate hydrolase	allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c	Arginine and proline metabolism	0	rt0958	0.0	0.0	0.383428	0.0	0.0	7.191383918280184	0.0	0.0			v.up('RXN-ALPHNH_c_REV-SPONT') = 0 * %nscale%;	ALPHNH_c	True	allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c			True	0.0	-0.383428	0.0	0.0	-7.191383918280184	0.0	0.0	0.0
ANPRT_c	ANPRT_c	anthranilate phosphoribosyltransferase	anth_c + prpp_c --> ppi_c + pran_c	Phenylalanine, tyrosine and tryptophan metabolism	0	rt1532	0.612608	0.5180012	0.6438204999999999	11.4897694467013	9.71537159344085	12.07517549568395	0.596885403628657	11.19509467736205			v.up('RXN-ANPRT_c_REV-SPONT') = 0.612608 * %nscale%;	ANPRT_c	True	anth_c + prpp_c --> ppi_c + pran_c			True	-0.612608	-0.6438204999999999	-0.5180012	-11.4897694467013	-12.07517549568395	-9.71537159344085	-0.596885403628657	-11.19509467736205
ANS_c	ANS_c	anthranilate synthase	chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c	Phenylalanine, tyrosine and tryptophan metabolism	0	rt6741 and rt8196	0.0104391	0.010439	0.0104392	0.1957905418000737	0.195788666250057	0.1957924173500905	0.01043911829632453	0.1957945645262294			v.up('RXN-ANS_c_REV-SPONT') = 0.0104391 * %nscale%;	ANS_c	True	chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c			True	-0.0104391	-0.0104392	-0.010439	-0.1957905418000737	-0.1957924173500905	-0.195788666250057	-0.01043911829632453	-0.1957945645262294
ARGN_c	ARGN_c	arginase	arg__L_c + h2o_c --> orn_c + urea_c	Arginine and proline metabolism	0	rt7813	4.5e-06	0.0	0.3030383	8.439975075440717e-05	0.0	5.68363488645317	-7.658060630078012e-08	-1.436334567364282e-06			v.up('RXN-ARGN_c_REV-SPONT') = 0.0000045 * %nscale%;	ARGN_c	True	arg__L_c + h2o_c --> orn_c + urea_c			True	-4.5e-06	-0.3030383	0.0	-8.439975075440717e-05	-5.68363488645317	0.0	7.658060630078012e-08	1.436334567364282e-06
ARGSL_c	ARGSL_c	argininosuccinate lyase	argsuc_c <=> arg__L_c + fum_c	Arginine and proline metabolism	1	rt3236	0.0619971	0.0619925	0.3650309	1.162786619443568	1.162700344142797	6.846337106145984	0.06199252923162489	1.162722743458046			v.up('RXN-ARGSL_c_REV-SPONT') = 0.0619971 * %nscale%;	ARGSL_c	True	argsuc_c <=> arg__L_c + fum_c			True	-0.0619971	-0.3650309	-0.0619925	-1.162786619443568	-6.846337106145984	-1.162700344142797	-0.06199252923162489	-1.162722743458046
